WL          Excit           loggf   ele      num    Ion lt
6090.21	1.08	-0.150	VI	23.0	-1
6111.65	1.04	-0.715	VI	23.0	-1
6135.36	1.05	-0.746	VI	23.0	-1
6216.35	0.28	-0.900	VI	23.0	-1
6224.51	0.29	-1.935	VI	23.0	5.3
6251.83	0.29	-1.431	VI	23.0	15.0
6274.66	0.27	-1.751	VI	23.0	8.3
6285.17	0.28	-1.676	VI	23.0	9.5
4594.63	3.63	-0.279	CoI	27.0	12.5
4512.99	3.71	-1.467	NiI	28.0	19.4
4952.29	3.61	-1.261	NiI	28.0	32.3
5010.94	3.63	-0.901	NiI	28.0	48.8
5625.32	4.09	-0.731	NiI	28.0	37.8
5628.35	4.09	-1.316	NiI	28.0	14.7
5641.88	4.11	-1.017	NiI	28.0	24.1
5643.08	4.16	-1.234	NiI	28.0	15.1
5682.20	4.10	-0.39	NiI	28.0	-1
5694.99	4.09	-0.629	NiI	28.0	43.1
5748.36	1.68	-3.279	NiI	28.0	28.0
5805.22	4.17	-0.604	NiI	28.0	40.8
5996.73	4.24	-1.010	NiI	28.0	20.3
6086.29	4.27	-0.471	NiI	28.0	43.5
6111.08	4.09	-0.823	NiI	28.0	34.2
6119.76	4.27	-1.316	NiI	28.0	10.9
6128.98	1.68	-3.368	NiI	28.0	25.3
6130.14	4.27	-0.938	NiI	28.0	22.1
6175.37	4.09	-0.534	NiI	28.0	49.0
6176.82	4.09	-0.266	NiI	28.0	63.7
6177.25	1.83	-3.538	NiI	28.0	14.6
6186.72	4.11	-0.888	NiI	28.0	30.5
6204.61	4.09	-1.112	NiI	28.0	22.0
6223.99	4.11	-0.954	NiI	28.0	27.7
6230.10	4.11	-1.132	NiI	28.0	20.6
6322.17	4.15	-1.164	NiI	28.0	18.4
6378.26	4.15	-0.830	NiI	28.0	31.8
6598.60	4.24	-0.914	NiI	28.0	24.9
6635.13	4.42	-0.779	NiI	28.0	23.6
